
> frontend@0.1.0 dev
> next dev

[baseline-browser-mapping] The data in this module is over two months old.  To ensure accurate Baseline data, please update: `npm i baseline-browser-mapping@latest -D`
 GET /api/backend/api/v1/connections 200 in 2.8s (compile: 8ms, render: 2.8s)
 GET /api/backend/api/v1/connections 200 in 2.7s (compile: 5ms, render: 2.7s)
 GET /api/backend/api/v1/connections 200 in 116ms (compile: 15ms, render: 101ms)
 GET /api/backend/api/v1/connections 200 in 117ms (compile: 4ms, render: 113ms)
 GET /api/backend/api/v1/connections 200 in 125ms (compile: 9ms, render: 116ms)
 GET /api/backend/api/v1/connections 200 in 113ms (compile: 6ms, render: 107ms)
 GET /api/backend/api/v1/connections 200 in 107ms (compile: 6ms, render: 101ms)
 GET /api/backend/api/v1/flows 200 in 47ms (compile: 15ms, render: 31ms)
 GET /api/backend/api/v1/traffic 200 in 50ms (compile: 29ms, render: 22ms)
 GET /api/backend/api/v1/connections 200 in 115ms (compile: 5ms, render: 110ms)
 GET /api/backend/api/v1/traffic 200 in 37ms (compile: 20ms, render: 16ms)
 GET /api/backend/api/v1/flows 200 in 17ms (compile: 5ms, render: 12ms)
 GET /api/backend/api/v1/traffic 200 in 37ms (compile: 22ms, render: 15ms)
 GET /api/backend/api/v1/agents 200 in 29ms (compile: 14ms, render: 15ms)
 GET /api/backend/api/v1/capabilities 200 in 62ms (compile: 9ms, render: 53ms)
 GET /api/backend/api/v1/flows 200 in 71ms (compile: 18ms, render: 53ms)
 GET /api/backend/api/v1/devices 200 in 78ms (compile: 27ms, render: 51ms)
 GET /api/backend/api/v1/traffic 200 in 82ms (compile: 47ms, render: 34ms)
 GET /api/backend/api/v1/connections 200 in 869ms (compile: 38ms, render: 832ms)
 GET /api/backend/api/v1/connections 200 in 105ms (compile: 5ms, render: 100ms)
 GET /api/backend/api/v1/traffic 200 in 46ms (compile: 30ms, render: 16ms)
 GET /api/backend/api/v1/flows 200 in 21ms (compile: 5ms, render: 16ms)
 GET /api/backend/api/v1/traffic 200 in 47ms (compile: 32ms, render: 15ms)
 GET /api/backend/api/v1/connections 200 in 106ms (compile: 4ms, render: 102ms)
 GET /api/backend/api/v1/flows 200 in 42ms (compile: 15ms, render: 27ms)
 GET /api/backend/api/v1/traffic 200 in 52ms (compile: 27ms, render: 25ms)
 ✓ Compiled in 332ms
 GET /traffico 200 in 374ms (compile: 13ms, render: 361ms)
 GET /api/backend/api/v1/agents 200 in 101ms (compile: 33ms, render: 68ms)
 POST /api/backend/api/v1/ws-ticket 200 in 170ms (compile: 60ms, render: 110ms)
 GET /api/backend/api/v1/traffic 200 in 62ms (compile: 20ms, render: 42ms)
 GET /api/backend/api/v1/capabilities 200 in 85ms (compile: 27ms, render: 59ms)
 GET /api/backend/api/v1/devices 200 in 21ms (compile: 4ms, render: 16ms)
 GET /api/backend/api/v1/connections 200 in 501ms (compile: 49ms, render: 452ms)
 GET /api/backend/api/v1/traffic 200 in 36ms (compile: 19ms, render: 17ms)
 GET /api/backend/api/v1/connections 200 in 837ms (compile: 4ms, render: 833ms)
 GET /api/backend/api/v1/traffic 200 in 31ms (compile: 16ms, render: 14ms)
 GET /api/backend/api/v1/connections 200 in 103ms (compile: 4ms, render: 99ms)
 GET /api/backend/api/v1/traffic 200 in 30ms (compile: 16ms, render: 14ms)
 GET /api/backend/api/v1/traffic 200 in 38ms (compile: 18ms, render: 20ms)
 ✓ Compiled in 185ms
 GET /traffico 200 in 600ms (compile: 220ms, render: 379ms)
 GET /api/backend/api/v1/flows 200 in 61ms (compile: 37ms, render: 24ms)
 GET /api/backend/api/v1/agents 200 in 76ms (compile: 14ms, render: 62ms)
 GET /api/backend/api/v1/traffic 200 in 79ms (compile: 25ms, render: 54ms)
 GET /api/backend/api/v1/capabilities 200 in 79ms (compile: 45ms, render: 34ms)
 GET /traffico 200 in 390ms (compile: 9ms, render: 381ms)
 GET /api/backend/api/v1/agents 200 in 56ms (compile: 9ms, render: 47ms)
 POST /api/backend/api/v1/ws-ticket 200 in 67ms (compile: 30ms, render: 37ms)
 GET /api/backend/api/v1/capabilities 200 in 96ms (compile: 24ms, render: 72ms)
 GET /api/backend/api/v1/flows 200 in 109ms (compile: 51ms, render: 59ms)
 GET /api/backend/api/v1/traffic 200 in 118ms (compile: 58ms, render: 60ms)
