
> frontend@0.1.0 dev
> next dev

[baseline-browser-mapping] The data in this module is over two months old.  To ensure accurate Baseline data, please update: `npm i baseline-browser-mapping@latest -D`
 GET /api/backend/api/v1/agents 200 in 48ms (compile: 19ms, render: 28ms)
 GET /api/backend/api/v1/capabilities 200 in 103ms (compile: 30ms, render: 73ms)
 GET /api/backend/api/v1/devices 200 in 59ms (compile: 22ms, render: 37ms)
 GET /api/backend/api/v1/flows 200 in 77ms (compile: 17ms, render: 60ms)
 GET /api/backend/api/v1/traffic 200 in 74ms (compile: 31ms, render: 43ms)
 GET /api/backend/api/v1/connections 200 in 179ms (compile: 39ms, render: 140ms)
 GET /api/backend/api/v1/traffic 200 in 29ms (compile: 17ms, render: 12ms)
 GET /api/backend/api/v1/flows 200 in 15ms (compile: 4ms, render: 11ms)
 GET /api/backend/api/v1/traffic 200 in 28ms (compile: 16ms, render: 12ms)
 GET /api/backend/api/v1/connections 200 in 102ms (compile: 4ms, render: 98ms)
 GET /api/backend/api/v1/flows 200 in 54ms (compile: 25ms, render: 28ms)
 GET /api/backend/api/v1/traffic 200 in 61ms (compile: 38ms, render: 24ms)
 GET /api/backend/api/v1/traffic 200 in 55ms (compile: 29ms, render: 26ms)
 GET /api/backend/api/v1/flows 200 in 16ms (compile: 4ms, render: 12ms)
 GET /api/backend/api/v1/agents 200 in 56ms (compile: 18ms, render: 38ms)
 GET /api/backend/api/v1/traffic 200 in 34ms (compile: 23ms, render: 12ms)
 GET /api/backend/api/v1/capabilities 200 in 79ms (compile: 31ms, render: 48ms)
 GET /api/backend/api/v1/connections 200 in 861ms (compile: 42ms, render: 819ms)
 GET /api/backend/api/v1/connections 200 in 105ms (compile: 4ms, render: 101ms)
 GET /api/backend/api/v1/flows 200 in 38ms (compile: 16ms, render: 22ms)
 GET /api/backend/api/v1/traffic 200 in 42ms (compile: 27ms, render: 15ms)
 GET /api/backend/api/v1/traffic 200 in 30ms (compile: 17ms, render: 13ms)
 GET /api/backend/api/v1/flows 200 in 40ms (compile: 6ms, render: 34ms)
 GET /api/backend/api/v1/devices 200 in 46ms (compile: 17ms, render: 30ms)
 GET /api/backend/api/v1/connections 200 in 139ms (compile: 27ms, render: 112ms)
 GET /api/backend/api/v1/traffic 200 in 24ms (compile: 14ms, render: 10ms)
 GET /api/backend/api/v1/flows 200 in 47ms (compile: 24ms, render: 23ms)
 GET /api/backend/api/v1/traffic 200 in 51ms (compile: 34ms, render: 17ms)
 GET /api/backend/api/v1/agents 200 in 49ms (compile: 17ms, render: 32ms)
 GET /api/backend/api/v1/capabilities 200 in 51ms (compile: 28ms, render: 23ms)
 GET /api/backend/api/v1/traffic 200 in 71ms (compile: 37ms, render: 34ms)
 GET /api/backend/api/v1/connections 200 in 122ms (compile: 21ms, render: 100ms)
 ✓ Compiled in 270ms
 GET /api/backend/api/v1/flows 200 in 54ms (compile: 23ms, render: 31ms)
 GET /api/backend/api/v1/traffic 200 in 76ms (compile: 18ms, render: 58ms)
 GET /api/backend/api/v1/agents 200 in 87ms (compile: 36ms, render: 52ms)
 GET /api/backend/api/v1/capabilities 200 in 83ms (compile: 37ms, render: 46ms)
 GET /api/backend/api/v1/devices 200 in 87ms (compile: 50ms, render: 37ms)
 GET /api/backend/api/v1/connections 200 in 2.4s (compile: 27ms, render: 2.3s)
 GET /api/backend/api/v1/connections 200 in 131ms (compile: 17ms, render: 114ms)
 GET /api/backend/api/v1/traffic 200 in 104ms (compile: 33ms, render: 70ms)
 GET /api/backend/api/v1/flows 200 in 107ms (compile: 47ms, render: 60ms)
 GET /api/backend/api/v1/agents 200 in 109ms (compile: 59ms, render: 50ms)
 GET /api/backend/api/v1/capabilities 200 in 65ms (compile: 26ms, render: 40ms)
 GET /api/backend/api/v1/devices 200 in 34ms (compile: 18ms, render: 16ms)
 GET /api/backend/api/v1/traffic 200 in 17ms (compile: 6ms, render: 11ms)
 ✓ Compiled in 325ms
 GET /api/backend/api/v1/flows 200 in 37ms (compile: 15ms, render: 23ms)
 GET /api/backend/api/v1/traffic 200 in 44ms (compile: 26ms, render: 18ms)
 GET /api/backend/api/v1/agents 200 in 59ms (compile: 18ms, render: 41ms)
 GET /api/backend/api/v1/connections 200 in 5.1s (compile: 14ms, render: 5.1s)
 GET /api/backend/api/v1/capabilities 200 in 64ms (compile: 32ms, render: 33ms)
 GET /api/backend/api/v1/traffic 200 in 73ms (compile: 43ms, render: 30ms)
 GET /api/backend/api/v1/connections 200 in 129ms (compile: 5ms, render: 124ms)
 GET /api/backend/api/v1/connections 200 in 112ms (compile: 6ms, render: 105ms)
 GET /api/backend/api/v1/flows 200 in 22ms (compile: 7ms, render: 15ms)
 GET /api/backend/api/v1/traffic 200 in 26ms (compile: 6ms, render: 19ms)
 GET /api/backend/api/v1/flows 200 in 51ms (compile: 22ms, render: 30ms)
 GET /api/backend/api/v1/traffic 200 in 58ms (compile: 34ms, render: 24ms)
 GET /api/backend/api/v1/connections 200 in 99ms (compile: 6ms, render: 93ms)
C:\Users\User\Desktop\Net_Eye\.next\dev\server\chunks\ssr\[root-of-the-server]__8374b0ec._.js: Invalid source map. Only conformant source maps can be used to find the original code. Cause: Error: sourceMapURL could not be parsed
 ⨯ ReferenceError: NewDeviceWatcher is not defined
    at Layout (C:\Users\User\Desktop\Net_Eye\.next\dev\server\chunks\ssr\[root-of-the-server]__8374b0ec._.js:746:265) {
  digest: '3739908647'
}
 ✓ Compiled in 207ms
 GET /traffico 500 in 482ms (compile: 207ms, render: 275ms)
C:\Users\User\Desktop\Net_Eye\.next\dev\server\chunks\ssr\[root-of-the-server]__8374b0ec._.js: Invalid source map. Only conformant source maps can be used to find the original code. Cause: Error: sourceMapURL could not be parsed
 ⨯ ReferenceError: NewDeviceWatcher is not defined
    at Layout (C:\Users\User\Desktop\Net_Eye\.next\dev\server\chunks\ssr\[root-of-the-server]__8374b0ec._.js:746:265) {
  digest: '3739908647'
}
 GET /traffico 500 in 132ms (compile: 17ms, render: 114ms)
 ⚠ Fast Refresh had to perform a full reload due to a runtime error.
 ✓ Compiled in 173ms
 GET /traffico 200 in 444ms (compile: 197ms, render: 247ms)
 GET /api/backend/api/v1/agents 200 in 106ms (compile: 24ms, render: 82ms)
 GET /api/backend/api/v1/capabilities 200 in 106ms (compile: 38ms, render: 68ms)
 GET /api/backend/api/v1/flows 200 in 87ms (compile: 21ms, render: 67ms)
 POST /api/backend/api/v1/ws-ticket 200 in 91ms (compile: 28ms, render: 63ms)
 GET /api/backend/api/v1/traffic 200 in 85ms (compile: 30ms, render: 55ms)
 GET /api/backend/api/v1/devices 200 in 16ms (compile: 7ms, render: 9ms)
 GET /api/backend/api/v1/connections 200 in 1110ms (compile: 38ms, render: 1072ms)
 GET /api/backend/api/v1/connections 200 in 103ms (compile: 3ms, render: 99ms)
 GET /api/backend/api/v1/traffic 200 in 26ms (compile: 14ms, render: 12ms)
 GET /api/backend/api/v1/flows 200 in 25ms (compile: 7ms, render: 18ms)
 GET /api/backend/api/v1/traffic 200 in 27ms (compile: 14ms, render: 13ms)
 GET /api/backend/api/v1/connections 200 in 118ms (compile: 8ms, render: 110ms)
 GET /api/backend/api/v1/flows 200 in 51ms (compile: 24ms, render: 27ms)
 GET /api/backend/api/v1/traffic 200 in 56ms (compile: 38ms, render: 18ms)
 GET /api/backend/api/v1/traffic 200 in 24ms (compile: 14ms, render: 10ms)
 GET /api/backend/api/v1/flows 200 in 14ms (compile: 5ms, render: 9ms)
 GET /api/backend/api/v1/agents 200 in 41ms (compile: 19ms, render: 22ms)
 GET /api/backend/api/v1/traffic 200 in 25ms (compile: 5ms, render: 20ms)
 GET /api/backend/api/v1/capabilities 200 in 69ms (compile: 28ms, render: 40ms)
 GET /api/backend/api/v1/connections 200 in 125ms (compile: 14ms, render: 110ms)
 ✓ Compiled in 198ms
 GET /api/backend/api/v1/flows 200 in 37ms (compile: 15ms, render: 22ms)
 GET /api/backend/api/v1/traffic 200 in 42ms (compile: 26ms, render: 16ms)
 GET /api/backend/api/v1/traffic 200 in 25ms (compile: 14ms, render: 11ms)
 GET /api/backend/api/v1/flows 200 in 36ms (compile: 6ms, render: 30ms)
 GET /api/backend/api/v1/devices 200 in 40ms (compile: 17ms, render: 23ms)
 GET /api/backend/api/v1/connections 200 in 742ms (compile: 26ms, render: 717ms)
 GET /api/backend/api/v1/connections 200 in 120ms (compile: 16ms, render: 104ms)
 GET /api/backend/api/v1/traffic 200 in 14ms (compile: 5ms, render: 10ms)
 GET /api/backend/api/v1/flows 200 in 45ms (compile: 17ms, render: 28ms)
 GET /api/backend/api/v1/traffic 200 in 49ms (compile: 31ms, render: 18ms)
 GET /api/backend/api/v1/agents 200 in 61ms (compile: 19ms, render: 42ms)
 GET /api/backend/api/v1/capabilities 200 in 63ms (compile: 31ms, render: 32ms)
 GET /api/backend/api/v1/traffic 200 in 84ms (compile: 44ms, render: 40ms)
 GET /api/backend/api/v1/connections 200 in 124ms (compile: 28ms, render: 96ms)
 GET /api/backend/api/v1/flows 200 in 16ms (compile: 4ms, render: 12ms)
 GET /api/backend/api/v1/traffic 200 in 38ms (compile: 22ms, render: 16ms)
 GET /api/backend/api/v1/flows 200 in 38ms (compile: 15ms, render: 23ms)
 GET /api/backend/api/v1/traffic 200 in 46ms (compile: 27ms, render: 19ms)
 GET /api/backend/api/v1/connections 200 in 105ms (compile: 4ms, render: 101ms)
 GET /api/backend/api/v1/traffic 200 in 38ms (compile: 23ms, render: 14ms)
 GET /api/backend/api/v1/flows 200 in 17ms (compile: 7ms, render: 10ms)
 GET /api/backend/api/v1/traffic 200 in 35ms (compile: 19ms, render: 16ms)
 GET /api/backend/api/v1/agents 200 in 52ms (compile: 21ms, render: 31ms)
 GET /api/backend/api/v1/flows 200 in 68ms (compile: 25ms, render: 43ms)
 GET /api/backend/api/v1/capabilities 200 in 152ms (compile: 36ms, render: 116ms)
 GET /api/backend/api/v1/devices 200 in 128ms (compile: 20ms, render: 108ms)
 GET /api/backend/api/v1/traffic 200 in 132ms (compile: 33ms, render: 99ms)
 GET /api/backend/api/v1/connections 200 in 1133ms (compile: 45ms, render: 1088ms)
 GET /api/backend/api/v1/connections 200 in 146ms (compile: 6ms, render: 140ms)
 GET /api/backend/api/v1/traffic 200 in 29ms (compile: 16ms, render: 13ms)
 GET /api/backend/api/v1/flows 200 in 17ms (compile: 4ms, render: 14ms)
 GET /api/backend/api/v1/traffic 200 in 28ms (compile: 15ms, render: 13ms)
 GET /api/backend/api/v1/connections 200 in 112ms (compile: 4ms, render: 107ms)
 GET /api/backend/api/v1/flows 200 in 43ms (compile: 17ms, render: 25ms)
 GET /api/backend/api/v1/traffic 200 in 50ms (compile: 29ms, render: 20ms)
 GET /api/backend/api/v1/traffic 200 in 26ms (compile: 13ms, render: 13ms)
 GET /api/backend/api/v1/flows 200 in 18ms (compile: 4ms, render: 14ms)
 GET /api/backend/api/v1/agents 200 in 46ms (compile: 19ms, render: 28ms)
 GET /api/backend/api/v1/capabilities 200 in 77ms (compile: 28ms, render: 49ms)
 GET /api/backend/api/v1/traffic 200 in 60ms (compile: 26ms, render: 33ms)
 GET /api/backend/api/v1/connections 200 in 130ms (compile: 15ms, render: 115ms)
 GET /api/backend/api/v1/flows 200 in 39ms (compile: 16ms, render: 24ms)
 GET /api/backend/api/v1/traffic 200 in 45ms (compile: 26ms, render: 19ms)
 GET /api/backend/api/v1/traffic 200 in 53ms (compile: 30ms, render: 24ms)
 GET /api/backend/api/v1/flows 200 in 37ms (compile: 5ms, render: 32ms)
 GET /api/backend/api/v1/devices 200 in 41ms (compile: 16ms, render: 25ms)
 GET /api/backend/api/v1/connections 200 in 720ms (compile: 26ms, render: 694ms)
 GET /api/backend/api/v1/connections 200 in 122ms (compile: 14ms, render: 108ms)
 GET /api/backend/api/v1/traffic 200 in 16ms (compile: 5ms, render: 11ms)
 GET /api/backend/api/v1/flows 200 in 45ms (compile: 21ms, render: 24ms)
 GET /api/backend/api/v1/traffic 200 in 49ms (compile: 31ms, render: 18ms)
 GET /api/backend/api/v1/agents 200 in 50ms (compile: 18ms, render: 33ms)
 GET /api/backend/api/v1/capabilities 200 in 53ms (compile: 28ms, render: 26ms)
 GET /api/backend/api/v1/traffic 200 in 71ms (compile: 37ms, render: 34ms)
 GET /api/backend/api/v1/connections 200 in 123ms (compile: 22ms, render: 101ms)
 GET /api/backend/api/v1/flows 200 in 16ms (compile: 4ms, render: 12ms)
 GET /api/backend/api/v1/traffic 200 in 25ms (compile: 14ms, render: 11ms)
 GET /api/backend/api/v1/flows 200 in 36ms (compile: 14ms, render: 22ms)
 GET /api/backend/api/v1/traffic 200 in 41ms (compile: 25ms, render: 16ms)
 GET /api/backend/api/v1/connections 200 in 99ms (compile: 4ms, render: 95ms)
 GET /api/backend/api/v1/traffic 200 in 25ms (compile: 13ms, render: 12ms)
 GET /api/backend/api/v1/flows 200 in 21ms (compile: 5ms, render: 16ms)
 GET /api/backend/api/v1/traffic 200 in 27ms (compile: 16ms, render: 11ms)
 GET /api/backend/api/v1/agents 200 in 37ms (compile: 14ms, render: 23ms)
 GET /api/backend/api/v1/capabilities 200 in 52ms (compile: 26ms, render: 26ms)
 GET /api/backend/api/v1/devices 200 in 23ms (compile: 8ms, render: 15ms)
 GET /api/backend/api/v1/connections 200 in 690ms (compile: 4ms, render: 686ms)
 GET /api/backend/api/v1/flows 200 in 84ms (compile: 18ms, render: 66ms)
 GET /api/backend/api/v1/traffic 200 in 89ms (compile: 32ms, render: 57ms)
 GET /api/backend/api/v1/agents 200 in 48ms (compile: 8ms, render: 40ms)
 GET /api/backend/api/v1/capabilities 200 in 53ms (compile: 17ms, render: 36ms)
 GET /api/backend/api/v1/connections 200 in 972ms (compile: 42ms, render: 930ms)
 GET /api/backend/api/v1/devices 200 in 29ms (compile: 14ms, render: 14ms)
 GET /api/backend/api/v1/connections 200 in 108ms (compile: 4ms, render: 104ms)
